collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
tricolore-2-5th-edition,writing,Exercise 3,9,fill-in,"Un jour, les élèves sont allés à Londres. Complète les phrases.","Enfin, nous sommes ___ dans le car. (remonter)",,,,,,,A2,travel,099
tricolore-2-5th-edition,speaking,Exercise 5a,a,speaking-task,"À deux, lisez la conversation, puis changez les mots en couleur.","À deux, lisez la conversation, puis changez les mots en couleur.",,,,,,(open-ended),A2,travel,099
tricolore-2-5th-edition,writing,Exercise 5b,b,writing-task,Tu as passé une journée dans une ville différente. Écris cinq phrases.,Tu as passé une journée dans une ville différente. Écris cinq phrases.,,,,,,(open-ended),A2,travel,099
tricolore-2-5th-edition,writing,Exercise 5c,c,writing-task,Écris une description plus longue avec beaucoup de détails.,Écris une description plus longue avec beaucoup de détails.,,,,,,(open-ended),A2,travel,099
tricolore-2-5th-edition,reading,Exercise 1a,1,multiple-choice,"Lis le résumé, puis écoute la conversation. Choisis le bon mot.",Ils ont voyagé en (1) ___ .,train,car,voiture,,,car,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 1b,1,short-answer,Traduis en anglais le paragraphe qui commence par 'Le matin…',Traduis en anglais le paragraphe qui commence par 'Le matin…',,,,,,(open-ended),A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,1,short-answer,Lis les cartes postales et réponds aux questions.,Qui est allé à Bayeux?,,,,,,Sébastien,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 1a,2,multiple-choice,"Lis le résumé, puis écoute la conversation. Choisis le bon mot.",ils sont partis vers (2) ___ heures.,huit,neuf,dix,,,,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,2,short-answer,Lis les cartes postales et réponds aux questions.,Qui est beaucoup tombé en faisant du ski?,,,,,,Lucie,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 1a,3,multiple-choice,"Lis le résumé, puis écoute la conversation. Choisis le bon mot.",Ils ont vu (3) ___ .,l'aquarium,l'église,le château,,,,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,3,short-answer,Lis les cartes postales et réponds aux questions.,Qui a fait demi-tour pour aller chercher les billets de train?,,,,,,Mélanie,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 1a,4,multiple-choice,"Lis le résumé, puis écoute la conversation. Choisis le bon mot.",ils y sont restés environ (4) ___ heures.,deux,trois,quatre,,,,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,4,short-answer,Lis les cartes postales et réponds aux questions.,Qui a visité un musée?,,,,,,Sébastien,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 1a,5,multiple-choice,"Lis le résumé, puis écoute la conversation. Choisis le bon mot.",ils ont fait un piquenique (5) ___ .,sur la plage,dans le parc,près du château,,,,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,5,short-answer,Lis les cartes postales et réponds aux questions.,Qui a participé à un concours de natation?,,,,,,Lucie,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 1a,6,multiple-choice,"Lis le résumé, puis écoute la conversation. Choisis le bon mot.",Les élèves sont rentrés à Canterbury vers (6) ___ heures.,cinq,six,sept,,,,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,6,short-answer,Lis les cartes postales et réponds aux questions.,Qui a manqué le train?,,,,,,Mélanie,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,7,short-answer,Lis les cartes postales et réponds aux questions.,Qui a pris beaucoup de photos?,,,,,,Lucie,A2,vacation,100
tricolore-2-5th-edition,reading,Exercise 2,8,short-answer,Lis les cartes postales et réponds aux questions.,Qui est rentré tôt à Paris?,,,,,,Mélanie,A2,vacation,100
tricolore-2-5th-edition,writing,Exercise 3,1,writing-task,Écris une carte postale.,Écris une carte postale.,,,,,,(open-ended),A2,vacation,101
tricolore-2-5th-edition,reading,Exercise 4,1,short-answer,What do you know about William the Conqueror?,Where was he from?,,,,,,"Falaise, in Normandy",A2,none,101
tricolore-2-5th-edition,speaking,Phonétique,1,speaking-task,,"Practise the letter 'g': gentil, girafe, gymnastique / gare, goûter, Guillaume.",,,,,,(open-ended),A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,2,short-answer,What do you know about William the Conqueror?,How old was he when he became a duke?,,,,,,Seven years old,A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,3,short-answer,What do you know about William the Conqueror?,What was the name of his wife?,,,,,,Mathilde de Flandre,A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,4,short-answer,What do you know about William the Conqueror?,When did he invade England?,,,,,,1066,A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,5,short-answer,What do you know about William the Conqueror?,How big was his army?,,,,,,600 ships and 7000 men,A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,6,short-answer,What do you know about William the Conqueror?,On what day was he crowned king of England?,,,,,,25 December 1066,A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,7,short-answer,What do you know about William the Conqueror?,How many children did he have?,,,,,,Ten (four sons and six daughters),A2,none,101
tricolore-2-5th-edition,reading,Exercise 4,8,short-answer,What do you know about William the Conqueror?,How many of his sons became king of England after William's death?,,,,,,Two,A2,none,101
tricolore-2-5th-edition,speaking,Exercise 1,1,speaking-task,"À deux, parlez d'un voyage vrai ou imaginaire. La personne A pose des questions, la personne B répond.",Qui a fait le voyage?,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,writing,Exercise 2,1,writing-task,Écris un article sur un voyage que tu as fait. Si possible ajoute des photos.,Écris un article sur un voyage que tu as fait. Si possible ajoute des photos.,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,speaking,Exercise 1,2,speaking-task,"À deux, parlez d'un voyage vrai ou imaginaire. La personne A pose des questions, la personne B répond.",Quand êtes-vous partis?,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,speaking,Exercise 1,3,speaking-task,"À deux, parlez d'un voyage vrai ou imaginaire. La personne A pose des questions, la personne B répond.",Comment avez-vous voyagé?,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,speaking,Exercise 1,4,speaking-task,"À deux, parlez d'un voyage vrai ou imaginaire. La personne A pose des questions, la personne B répond.",Où êtes-vous allés?,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,speaking,Exercise 1,5,speaking-task,"À deux, parlez d'un voyage vrai ou imaginaire. La personne A pose des questions, la personne B répond.",C'était comment?,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,speaking,Exercise 1,6,speaking-task,"À deux, parlez d'un voyage vrai ou imaginaire. La personne A pose des questions, la personne B répond.",Qu'est-ce que vous avez fait?,,,,,,(open-ended),A2,travel,102
tricolore-2-5th-edition,reading,Exercise a,1,short-answer,Réponds aux questions en anglais.,Why did M. Dugrand telephone Louis Laloupe?,,,,,,Because he had been burgled - thieves stole his new stock of watches,A2,none,104
tricolore-2-5th-edition,reading,Exercise b,1,short-answer,"Dans le texte, trouve les mots qui veulent dire le contraire.",tard,,,,,,de bonne heure,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,2,short-answer,Réponds aux questions en anglais.,What clue did Louis Laloupe find in the shop?,,,,,,A key lying on the floor,A2,none,104
tricolore-2-5th-edition,reading,Exercise b,2,short-answer,"Dans le texte, trouve les mots qui veulent dire le contraire.",derrière,,,,,,,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,3,short-answer,Réponds aux questions en anglais.,Did Louis Laloupe and his dog stay in the town?,,,,,,"No, they went out into the countryside",A2,none,104
tricolore-2-5th-edition,reading,Exercise b,3,short-answer,"Dans le texte, trouve les mots qui veulent dire le contraire.",à gauche,,,,,,à droite,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,4,short-answer,Réponds aux questions en anglais.,Where did the dog stop?,,,,,,In front of a small house,A2,none,104
tricolore-2-5th-edition,reading,Exercise b,4,short-answer,"Dans le texte, trouve les mots qui veulent dire le contraire.",lentement,,,,,,vite,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,5,short-answer,Réponds aux questions en anglais.,What did Louis Laloupe do next?,,,,,,He quietly opened the door with the key,A2,none,104
tricolore-2-5th-edition,reading,Exercise b,5,short-answer,"Dans le texte, trouve les mots qui veulent dire le contraire.",il est entré,,,,,,il est sorti,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,6,short-answer,Réponds aux questions en anglais.,What did the burglar do when he saw Louis Laloupe?,,,,,,He looked for his revolver,A2,none,104
tricolore-2-5th-edition,reading,Exercise b,6,short-answer,"Dans le texte, trouve les mots qui veulent dire le contraire.",il s'est levé,,,,,,il s'est couché,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,7,short-answer,Réponds aux questions en anglais.,How did the dog help?,,,,,,It jumped on the burglar so the revolver fell to the ground,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,8,short-answer,Réponds aux questions en anglais.,What happened in the end?,,,,,,Louis Laloupe woke up - it was all a dream,A2,none,104
tricolore-2-5th-edition,reading,Exercise a,1,matching,Trouve les paires.,la frontière,,,,,,b,A2,travel,105
tricolore-2-5th-edition,reading,Exercise b,1,short-answer,Tu as bien compris?,Which three capitals does Eurostar serve?,,,,,,"London, Paris, Brussels",A2,travel,105
tricolore-2-5th-edition,reading,Les sigles,1,matching,French people often use the initials to refer to long names. Can you match these up with the correct definition?,la SNCF,,,,,,a,A2,travel,105
tricolore-2-5th-edition,reading,Les sigles (wordplay),1,short-answer,The groups of letters below make words when pronounced in French. Can you work them out?,The groups of letters below make words when pronounced in French. Can you work them out? NRJ / ID,,,,,,NRJ = énergie; ID = idée,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,1,fill-in,Complète la chanson avec un mot de la case.,"J'ai mon billet, faut le ___.",,,,,,composter,A2,travel,105
tricolore-2-5th-edition,reading,Exercise a,2,matching,Trouve les paires.,rouler,,,,,,f,A2,travel,105
tricolore-2-5th-edition,reading,Exercise b,2,short-answer,Tu as bien compris?,What is the top speed?,,,,,,300 km/h (186 mph),A2,travel,105
tricolore-2-5th-edition,reading,Les sigles,2,matching,French people often use the initials to refer to long names. Can you match these up with the correct definition?,l'EPS,,,,,,d,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,2,fill-in,Complète la chanson avec un mot de la case.,Encore cinq minutes dans la salle ___.,,,,,,d'attente,A2,travel,105
tricolore-2-5th-edition,reading,Exercise a,3,matching,Trouve les paires.,une correspondance,,,,,,d,A2,travel,105
tricolore-2-5th-edition,reading,Exercise b,3,short-answer,Tu as bien compris?,Do the trains travel faster or slower when they go through the tunnels?,,,,,,Slower,A2,travel,105
tricolore-2-5th-edition,reading,Les sigles,3,matching,French people often use the initials to refer to long names. Can you match these up with the correct definition?,GB,,,,,,b,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,3,fill-in,Complète la chanson avec un mot de la case.,"Pardon monsieur, de quel quai part le ___?",,,,,,train,A2,travel,105
tricolore-2-5th-edition,reading,Exercise a,4,matching,Trouve les paires.,moins vite,,,,,,c,A2,travel,105
tricolore-2-5th-edition,reading,Exercise b,4,short-answer,Tu as bien compris?,About how long does it take to travel from London to Paris?,,,,,,About 2h15 (2 hours 15 minutes),A2,travel,105
tricolore-2-5th-edition,reading,Les sigles,4,matching,French people often use the initials to refer to long names. Can you match these up with the correct definition?,un TGV,,,,,,e,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,4,fill-in,Complète la chanson avec un mot de la case.,"Je prends du pain, bois une ___,",,,,,,limonade,A2,travel,105
tricolore-2-5th-edition,reading,Exercise a,5,matching,Trouve les paires.,en moyenne,,,,,,a,A2,travel,105
tricolore-2-5th-edition,reading,Les sigles,5,matching,French people often use the initials to refer to long names. Can you match these up with the correct definition?,une BD,,,,,,c,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,5,fill-in,Complète la chanson avec un mot de la case.,"Oh ben, dis donc! Où est ma ___?",,,,,,valise,A2,travel,105
tricolore-2-5th-edition,reading,Exercise a,6,matching,Trouve les paires.,la vitesse,,,,,,e,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,6,fill-in,Complète la chanson avec un mot de la case.,La fille en face – c'est une ___!,,,,,,copine,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,7,fill-in,Complète la chanson avec un mot de la case.,"Nous y allons en ___,",,,,,,TGV,A2,travel,105
tricolore-2-5th-edition,reading,Chanson Paris-Genève,8,fill-in,Complète la chanson avec un mot de la case.,Nous arrivons à Genève en ___.,,,,,,Suisse,A2,travel,105
tricolore-2-5th-edition,reading,Exercise 1a,1,fill-in,Regarde les images et complète le texte avec les mots de la case.,Ma (1)___ verte avec mon (2)___ bleu? Non.,,,,,,,A2,shopping,106
tricolore-2-5th-edition,speaking,Exercise 2,1,speaking-task,"À deux, choisissez quatre nombres et inventez des conversations.","Qu'est-ce que tu vas mettre pour la fête? (À deux, choisissez quatre nombres et inventez des conversations.)",,,,,,(open-ended),A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,10,fill-in,Regarde les images et complète le texte avec les mots de la case.,Voici ma (10)___ grise.,,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,2,fill-in,Regarde les images et complète le texte avec les mots de la case.,Ma (1)___ verte avec mon (2)___ bleu? Non.,,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,3,fill-in,Regarde les images et complète le texte avec les mots de la case.,"Ma (3)___ noire avec mon (4)___ jaune? Oh non, pas ça!",,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,4,fill-in,Regarde les images et complète le texte avec les mots de la case.,"Ma (3)___ noire avec mon (4)___ jaune? Oh non, pas ça!",,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,5,fill-in,Regarde les images et complète le texte avec les mots de la case.,Mes (5)___ blanches? Non.,,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,6,fill-in,Regarde les images et complète le texte avec les mots de la case.,Tu aimes mon (6)___ rouge avec la (7)___ noire?,,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,7,fill-in,Regarde les images et complète le texte avec les mots de la case.,Tu aimes mon (6)___ rouge avec la (7)___ noire?,,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,8,fill-in,Regarde les images et complète le texte avec les mots de la case.,Voici mon nouveau (8)___.,,,,,,,A2,shopping,106
tricolore-2-5th-edition,reading,Exercise 1a,9,fill-in,Regarde les images et complète le texte avec les mots de la case.,J'ai des (9)___ noires.,,,,,,,A2,shopping,106
tricolore-2-5th-edition,listening,Exercise 1b,b,open-ended,Écoute et vérifie.,Écoute et vérifie.,,,,,,(open-ended),A2,shopping,106
tricolore-2-5th-edition,listening,Exercise 3b,1,matching,Regarde ta liste (exercice 3a) et écoute. Décide qui parle (1–8).,Regarde ta liste (exercice 3a) et écoute. Décide qui parle.,,,,,,Noé,A2,shopping,107
tricolore-2-5th-edition,grammar,Dossier-langue (mettre),1,fill-in,"With clothing, mettre means 'to put on' or 'to wear'. How is it slightly different from regular -re verbs (e.g. vendre) in the present tense? (You can check in Grammaire 12.5.)",je met___ nous mettons,,,,,,,A2,shopping,107
tricolore-2-5th-edition,listening,Exercise 3b,2,matching,Regarde ta liste (exercice 3a) et écoute. Décide qui parle (1–8).,Décide qui parle.,,,,,,,A2,shopping,107
tricolore-2-5th-edition,grammar,Dossier-langue (mettre),2,fill-in,"With clothing, mettre means 'to put on' or 'to wear'. How is it slightly different from regular -re verbs (e.g. vendre) in the present tense? (You can check in Grammaire 12.5.)",tu met___ vous mett___,,,,,,,A2,shopping,107
tricolore-2-5th-edition,listening,Exercise 3b,3,matching,Regarde ta liste (exercice 3a) et écoute. Décide qui parle (1–8).,Décide qui parle.,,,,,,,A2,shopping,107
